"Distance [mm]","Voltage [V]"
3.1981956,-0.870709684946918
3.20248848,-0.871204071441008
3.20678136,-0.871698457934773
3.21107424,-0.872192844428214
3.21536712,-0.872687230921252
3.21966,-0.873181617414096
3.22395288,-0.873676003906833
3.22824576,-0.874170390399462
3.23253864,-0.874664776891983
3.23683152,-0.875159163384397
3.2411244,-0.875653549876703
3.24541728,-0.876147936368902
3.24971016,-0.876642322860992
3.25400304,-0.877136709352984
3.25829592,-0.877631095844879
3.2625888,-0.87812548233667
3.26688168,-0.878619868828356
3.27117456,-0.879114255319935
3.27546744,-0.879608641811412
3.27976032,-0.880103028302782
3.2840532,-0.880597414794048
3.28834608,-0.881091801285208
3.29263896,-0.881586187776264
3.29693184,-0.882080574267215
3.30122472,-0.882574960758061
3.3055176,-0.883069347248802
3.30981048,-0.883563733739438
3.31410336,-0.884058120229968
3.31839624,-0.884552506720395
3.32268912,-0.885046893210718
3.326982,-0.88554127970094
3.33127488,-0.88603566619106
3.33556776,-0.886530052681079
3.33986064,-0.887024439170996
3.34415352,-0.887518825660803
3.3484464,-0.888013212150511
3.35273928,-0.888507598640121
3.35703216,-0.889001985129634
3.36132504,-0.889496371619049
3.36561792,-0.889990758108367
3.3699108,-0.890485144597588
3.37420368,-0.890979531086711
3.37849656,-0.891473917575737
3.38278944,-0.891968304064664
3.38708232,-0.892462690553504
3.3913752,-0.892957077042258
3.39566808,-0.893451463530927
3.39996096,-0.89394585001951
3.40425384,-0.894440236508008
3.40854672,-0.894934622996421
3.4128396,-0.895429009484748
3.41713248,-0.89592339597299
3.42142536,-0.896417782461146
3.42571824,-0.896912168949217
3.43001112,-0.897406555437204
3.434304,-0.897900941925103
3.43859688,-0.898395328412919
3.44288976,-0.898889714900649
3.44718264,-0.899384101388294
3.45147552,-0.899878487875879
3.4557684,-0.900372874363391
3.46006128,-0.900867260850832
3.46435416,-0.9013616473382
3.46864704,-0.901856033825498
3.47293992,-0.902350420312723
3.4772328,-0.902844806799876
3.48152568,-0.903339193286958
3.48581856,-0.903833579773969
3.49011144,-0.904327966260907
3.49440432,-0.904822352747775
3.4986972,-0.90531673923457
3.50299008,-0.905811125721295
3.50728296,-0.906305512207947
