Vector,data,"SurfaceValue(Surface(PDF_Geometry_3), VecY(VOLTAGE))",,,
NumElems,335,,,,
3.50E-07,-2.04E-03,1.22E-07,4.94E-01,,
3.50E-07,-2.04E-03,1.16E-07,4.94E-01,,
3.00E-07,-2.04E-03,1.28E-07,4.94E-01,,
3.00E-07,-2.04E-03,1.22E-07,4.94E-01,,
3.00E-07,-2.04E-03,1.16E-07,4.94E-01,,
4.00E-07,-2.04E-03,1.68E-07,4.91E-01,,
4.00E-07,-2.05E-03,1.76E-07,4.91E-01,,
3.50E-07,-2.05E-03,1.74E-07,4.91E-01,,
4.00E-07,-2.05E-03,1.83E-07,4.91E-01,,
3.50E-07,-2.05E-03,1.82E-07,4.91E-01,,
3.00E-07,-2.05E-03,1.80E-07,4.91E-01,,
3.00E-07,-2.05E-03,1.80E-07,4.91E-01,,
3.00E-07,-2.05E-03,1.74E-07,4.91E-01,,
3.50E-07,-2.05E-03,1.74E-07,4.91E-01,,
3.00E-07,-2.04E-03,1.68E-07,4.91E-01,,
3.50E-07,-2.04E-03,1.68E-07,4.91E-01,,
4.00E-07,-2.04E-03,1.68E-07,4.91E-01,,
3.00E-07,-2.05E-03,1.80E-07,4.91E-01,,
3.50E-07,-2.05E-03,1.82E-07,4.91E-01,,
3.00E-07,-2.05E-03,1.82E-07,4.91E-01,,
4.00E-07,-2.05E-03,1.83E-07,4.91E-01,,
3.50E-07,-2.05E-03,1.83E-07,4.91E-01,,
3.00E-07,-2.05E-03,1.83E-07,4.91E-01,,
3.00E-07,-2.04E-03,1.63E-07,4.92E-01,,
3.50E-07,-2.04E-03,1.63E-07,4.92E-01,,
3.50E-07,-2.04E-03,1.65E-07,4.92E-01,,
4.00E-07,-2.04E-03,1.63E-07,4.92E-01,,
4.00E-07,-2.04E-03,1.65E-07,4.92E-01,,
4.00E-07,-2.04E-03,1.68E-07,4.91E-01,,
3.00E-07,-2.04E-03,1.68E-07,4.91E-01,,
3.00E-07,-2.04E-03,1.65E-07,4.92E-01,,
3.50E-07,-2.04E-03,1.68E-07,4.91E-01,,
3.00E-07,-2.04E-03,1.63E-07,4.92E-01,,
3.50E-07,-2.04E-03,1.65E-07,4.92E-01,,
4.00E-07,-2.04E-03,1.68E-07,4.91E-01,,
4.00E-07,-2.04E-03,1.63E-07,4.92E-01,,
3.50E-07,-2.04E-03,1.63E-07,4.92E-01,,
3.50E-07,-2.04E-03,1.57E-07,4.92E-01,,
3.00E-07,-2.04E-03,1.63E-07,4.92E-01,,
3.00E-07,-2.04E-03,1.57E-07,4.92E-01,,
3.00E-07,-2.04E-03,1.52E-07,4.92E-01,,
4.00E-07,-2.04E-03,1.63E-07,4.92E-01,,
3.50E-07,-2.04E-03,1.57E-07,4.92E-01,,
4.00E-07,-2.04E-03,1.57E-07,4.92E-01,,
3.00E-07,-2.04E-03,1.52E-07,4.92E-01,,
3.50E-07,-2.04E-03,1.52E-07,4.92E-01,,
4.00E-07,-2.04E-03,1.52E-07,4.92E-01,,
4.00E-07,-2.05E-03,1.98E-07,4.90E-01,,
4.00E-07,-2.05E-03,2.01E-07,4.90E-01,,
3.50E-07,-2.05E-03,2.01E-07,4.90E-01,,
4.00E-07,-2.05E-03,2.05E-07,4.89E-01,,
3.50E-07,-2.05E-03,2.04E-07,4.89E-01,,
3.00E-07,-2.05E-03,2.04E-07,4.89E-01,,
3.00E-07,-2.05E-03,2.04E-07,4.89E-01,,
3.50E-07,-2.05E-03,2.04E-07,4.89E-01,,
3.00E-07,-2.05E-03,2.09E-07,4.89E-01,,
4.00E-07,-2.05E-03,2.05E-07,4.89E-01,,
3.50E-07,-2.05E-03,2.10E-07,4.89E-01,,
3.00E-07,-2.05E-03,2.14E-07,4.89E-01,,
3.00E-07,-2.05E-03,2.04E-07,4.89E-01,,
3.00E-07,-2.05E-03,2.00E-07,4.90E-01,,
3.50E-07,-2.05E-03,2.01E-07,4.90E-01,,
3.00E-07,-2.05E-03,1.97E-07,4.90E-01,,
3.50E-07,-2.05E-03,1.97E-07,4.90E-01,,
4.00E-07,-2.05E-03,1.98E-07,4.90E-01,,
3.00E-07,-2.05E-03,1.83E-07,4.91E-01,,
3.50E-07,-2.05E-03,1.83E-07,4.91E-01,,
3.00E-07,-2.05E-03,1.86E-07,4.90E-01,,
4.00E-07,-2.05E-03,1.83E-07,4.91E-01,,
3.50E-07,-2.05E-03,1.86E-07,4.90E-01,,
3.00E-07,-2.05E-03,1.89E-07,4.90E-01,,
3.00E-07,-2.05E-03,1.97E-07,4.90E-01,,
3.00E-07,-2.05E-03,1.93E-07,4.90E-01,,
3.50E-07,-2.05E-03,1.93E-07,4.90E-01,,
3.00E-07,-2.05E-03,1.89E-07,4.90E-01,,
3.50E-07,-2.05E-03,1.90E-07,4.90E-01,,
4.00E-07,-2.05E-03,1.90E-07,4.90E-01,,
4.00E-07,-2.05E-03,1.83E-07,4.91E-01,,
4.00E-07,-2.05E-03,1.87E-07,4.90E-01,,
3.50E-07,-2.05E-03,1.86E-07,4.90E-01,,
4.00E-07,-2.05E-03,1.90E-07,4.90E-01,,
3.50E-07,-2.05E-03,1.90E-07,4.90E-01,,
3.00E-07,-2.05E-03,1.89E-07,4.90E-01,,
4.00E-07,-2.05E-03,1.98E-07,4.90E-01,,
3.50E-07,-2.05E-03,1.97E-07,4.90E-01,,
4.00E-07,-2.05E-03,1.94E-07,4.90E-01,,
3.00E-07,-2.05E-03,1.97E-07,4.90E-01,,
3.50E-07,-2.05E-03,1.93E-07,4.90E-01,,
4.00E-07,-2.05E-03,1.90E-07,4.90E-01,,
3.00E-07,-2.05E-03,2.14E-07,4.89E-01,,
3.50E-07,-2.05E-03,2.10E-07,4.89E-01,,
3.50E-07,-2.05E-03,2.14E-07,4.89E-01,,
4.00E-07,-2.05E-03,2.05E-07,4.89E-01,,
4.00E-07,-2.05E-03,2.10E-07,4.89E-01,,
4.00E-07,-2.05E-03,2.14E-07,4.89E-01,,
4.00E-07,-2.05E-03,2.31E-07,4.88E-01,,
3.50E-07,-2.05E-03,2.27E-07,4.88E-01,,
4.00E-07,-2.05E-03,2.26E-07,4.88E-01,,
3.00E-07,-2.05E-03,2.22E-07,4.89E-01,,
3.50E-07,-2.05E-03,2.22E-07,4.89E-01,,
4.00E-07,-2.05E-03,2.22E-07,4.89E-01,,
4.00E-07,-2.05E-03,2.31E-07,4.88E-01,,
3.50E-07,-2.05E-03,2.31E-07,4.88E-01,,
3.50E-07,-2.05E-03,2.27E-07,4.88E-01,,
3.00E-07,-2.05E-03,2.30E-07,4.88E-01,,
3.00E-07,-2.05E-03,2.26E-07,4.88E-01,,
3.00E-07,-2.05E-03,2.22E-07,4.89E-01,,
3.00E-07,-2.05E-03,2.14E-07,4.89E-01,,
3.50E-07,-2.05E-03,2.14E-07,4.89E-01,,
3.50E-07,-2.05E-03,2.18E-07,4.89E-01,,
4.00E-07,-2.05E-03,2.14E-07,4.89E-01,,
4.00E-07,-2.05E-03,2.18E-07,4.89E-01,,
4.00E-07,-2.05E-03,2.22E-07,4.89E-01,,
3.00E-07,-2.05E-03,2.14E-07,4.89E-01,,
3.50E-07,-2.05E-03,2.18E-07,4.89E-01,,
3.00E-07,-2.05E-03,2.18E-07,4.89E-01,,
4.00E-07,-2.05E-03,2.22E-07,4.89E-01,,
3.50E-07,-2.05E-03,2.22E-07,4.89E-01,,
3.00E-07,-2.05E-03,2.22E-07,4.89E-01,,
4.00E-07,-2.05E-03,2.40E-07,4.88E-01,,
4.00E-07,-2.05E-03,2.44E-07,4.87E-01,,
3.50E-07,-2.05E-03,2.44E-07,4.87E-01,,
4.00E-07,-2.05E-03,2.49E-07,4.87E-01,,
3.50E-07,-2.05E-03,2.49E-07,4.87E-01,,
3.00E-07,-2.05E-03,2.49E-07,4.87E-01,,
3.00E-07,-2.05E-03,2.30E-07,4.88E-01,,
3.50E-07,-2.05E-03,2.35E-07,4.88E-01,,
3.00E-07,-2.05E-03,2.40E-07,4.88E-01,,
4.00E-07,-2.05E-03,2.40E-07,4.88E-01,,
3.50E-07,-2.05E-03,2.44E-07,4.87E-01,,
3.00E-07,-2.05E-03,2.49E-07,4.87E-01,,
3.00E-07,-2.05E-03,2.30E-07,4.88E-01,,
3.50E-07,-2.05E-03,2.31E-07,4.88E-01,,
3.50E-07,-2.05E-03,2.35E-07,4.88E-01,,
4.00E-07,-2.05E-03,2.31E-07,4.88E-01,,
4.00E-07,-2.05E-03,2.35E-07,4.88E-01,,
4.00E-07,-2.05E-03,2.40E-07,4.88E-01,,
4.00E-07,-2.05E-03,2.49E-07,4.87E-01,,
3.50E-07,-2.06E-03,2.56E-07,4.87E-01,,
3.50E-07,-2.05E-03,2.49E-07,4.87E-01,,
3.00E-07,-2.06E-03,2.63E-07,4.86E-01,,
3.00E-07,-2.06E-03,2.56E-07,4.87E-01,,
3.00E-07,-2.05E-03,2.49E-07,4.87E-01,,
4.00E-07,-2.06E-03,2.61E-07,4.86E-01,,
3.50E-07,-2.06E-03,2.62E-07,4.86E-01,,
4.00E-07,-2.06E-03,2.55E-07,4.87E-01,,
3.00E-07,-2.06E-03,2.63E-07,4.86E-01,,
3.50E-07,-2.06E-03,2.56E-07,4.87E-01,,
4.00E-07,-2.05E-03,2.49E-07,4.87E-01,,
4.00E-07,-2.06E-03,2.70E-07,4.86E-01,,
4.00E-07,-2.06E-03,2.74E-07,4.86E-01,,
3.50E-07,-2.06E-03,2.74E-07,4.86E-01,,
4.00E-07,-2.06E-03,2.78E-07,4.86E-01,,
3.50E-07,-2.06E-03,2.78E-07,4.86E-01,,
3.00E-07,-2.06E-03,2.78E-07,4.86E-01,,
4.00E-07,-2.06E-03,2.70E-07,4.86E-01,,
3.50E-07,-2.06E-03,2.74E-07,4.86E-01,,
3.50E-07,-2.06E-03,2.66E-07,4.86E-01,,
3.00E-07,-2.06E-03,2.78E-07,4.86E-01,,
3.00E-07,-2.06E-03,2.71E-07,4.86E-01,,
3.00E-07,-2.06E-03,2.63E-07,4.86E-01,,
4.00E-07,-2.06E-03,2.70E-07,4.86E-01,,
3.50E-07,-2.06E-03,2.66E-07,4.86E-01,,
4.00E-07,-2.06E-03,2.66E-07,4.86E-01,,
3.00E-07,-2.06E-03,2.63E-07,4.86E-01,,
3.50E-07,-2.06E-03,2.62E-07,4.86E-01,,
4.00E-07,-2.06E-03,2.61E-07,4.86E-01,,
4.00E-07,-2.06E-03,3.06E-07,4.84E-01,,
3.50E-07,-2.06E-03,3.06E-07,4.84E-01,,
4.00E-07,-2.06E-03,2.99E-07,4.85E-01,,
3.00E-07,-2.06E-03,3.06E-07,4.84E-01,,
3.50E-07,-2.06E-03,2.99E-07,4.85E-01,,
4.00E-07,-2.06E-03,2.92E-07,4.85E-01,,
3.00E-07,-2.06E-03,2.92E-07,4.85E-01,,
3.50E-07,-2.06E-03,2.92E-07,4.85E-01,,
3.00E-07,-2.06E-03,2.99E-07,4.85E-01,,
4.00E-07,-2.06E-03,2.92E-07,4.85E-01,,
3.50E-07,-2.06E-03,2.99E-07,4.85E-01,,
3.00E-07,-2.06E-03,3.06E-07,4.84E-01,,
4.00E-07,-2.06E-03,2.85E-07,4.85E-01,,
4.00E-07,-2.06E-03,2.89E-07,4.85E-01,,
3.50E-07,-2.06E-03,2.89E-07,4.85E-01,,
4.00E-07,-2.06E-03,2.92E-07,4.85E-01,,
3.50E-07,-2.06E-03,2.92E-07,4.85E-01,,
3.00E-07,-2.06E-03,2.92E-07,4.85E-01,,
3.00E-07,-2.06E-03,2.78E-07,4.86E-01,,
3.50E-07,-2.06E-03,2.82E-07,4.86E-01,,
3.00E-07,-2.06E-03,2.85E-07,4.85E-01,,
4.00E-07,-2.06E-03,2.85E-07,4.85E-01,,
3.50E-07,-2.06E-03,2.89E-07,4.85E-01,,
3.00E-07,-2.06E-03,2.92E-07,4.85E-01,,
3.00E-07,-2.06E-03,2.78E-07,4.86E-01,,
3.50E-07,-2.06E-03,2.78E-07,4.86E-01,,
3.50E-07,-2.06E-03,2.82E-07,4.86E-01,,
4.00E-07,-2.06E-03,2.78E-07,4.86E-01,,
4.00E-07,-2.06E-03,2.82E-07,4.85E-01,,
4.00E-07,-2.06E-03,2.85E-07,4.85E-01,,
4.00E-07,-2.07E-03,3.29E-07,4.83E-01,,
4.00E-07,-2.07E-03,3.33E-07,4.83E-01,,
3.50E-07,-2.07E-03,3.33E-07,4.83E-01,,
4.00E-07,-2.07E-03,3.37E-07,4.83E-01,,
3.50E-07,-2.07E-03,3.37E-07,4.83E-01,,
3.00E-07,-2.07E-03,3.37E-07,4.83E-01,,
3.00E-07,-2.06E-03,3.22E-07,4.84E-01,,
3.50E-07,-2.07E-03,3.25E-07,4.84E-01,,
3.00E-07,-2.07E-03,3.29E-07,4.83E-01,,
4.00E-07,-2.07E-03,3.29E-07,4.83E-01,,
3.50E-07,-2.07E-03,3.33E-07,4.83E-01,,
3.00E-07,-2.07E-03,3.37E-07,4.83E-01,,
3.00E-07,-2.06E-03,3.22E-07,4.84E-01,,
3.50E-07,-2.06E-03,3.22E-07,4.84E-01,,
3.50E-07,-2.07E-03,3.25E-07,4.84E-01,,
4.00E-07,-2.06E-03,3.22E-07,4.84E-01,,
4.00E-07,-2.07E-03,3.25E-07,4.84E-01,,
4.00E-07,-2.07E-03,3.29E-07,4.83E-01,,
4.00E-07,-2.06E-03,3.14E-07,4.84E-01,,
4.00E-07,-2.06E-03,3.18E-07,4.84E-01,,
3.50E-07,-2.06E-03,3.18E-07,4.84E-01,,
4.00E-07,-2.06E-03,3.22E-07,4.84E-01,,
3.50E-07,-2.06E-03,3.22E-07,4.84E-01,,
3.00E-07,-2.06E-03,3.22E-07,4.84E-01,,
3.00E-07,-2.06E-03,3.06E-07,4.84E-01,,
3.50E-07,-2.06E-03,3.06E-07,4.84E-01,,
3.50E-07,-2.06E-03,3.10E-07,4.84E-01,,
4.00E-07,-2.06E-03,3.06E-07,4.84E-01,,
4.00E-07,-2.06E-03,3.10E-07,4.84E-01,,
4.00E-07,-2.06E-03,3.14E-07,4.84E-01,,
3.00E-07,-2.06E-03,3.06E-07,4.84E-01,,
3.50E-07,-2.06E-03,3.10E-07,4.84E-01,,
3.00E-07,-2.06E-03,3.14E-07,4.84E-01,,
4.00E-07,-2.06E-03,3.14E-07,4.84E-01,,
3.50E-07,-2.06E-03,3.18E-07,4.84E-01,,
3.00E-07,-2.06E-03,3.22E-07,4.84E-01,,
4.00E-07,-2.07E-03,3.50E-07,4.82E-01,,
3.50E-07,-2.07E-03,3.43E-07,4.83E-01,,
4.00E-07,-2.07E-03,3.43E-07,4.83E-01,,
3.00E-07,-2.07E-03,3.37E-07,4.83E-01,,
3.50E-07,-2.07E-03,3.37E-07,4.83E-01,,
4.00E-07,-2.07E-03,3.37E-07,4.83E-01,,
3.00E-07,-2.07E-03,3.50E-07,4.82E-01,,
3.00E-07,-2.07E-03,3.43E-07,4.83E-01,,
3.50E-07,-2.07E-03,3.50E-07,4.82E-01,,
3.00E-07,-2.07E-03,3.37E-07,4.83E-01,,
3.50E-07,-2.07E-03,3.43E-07,4.83E-01,,
4.00E-07,-2.07E-03,3.50E-07,4.82E-01,,
4.00E-07,-2.07E-03,3.56E-07,4.82E-01,,
3.50E-07,-2.07E-03,3.53E-07,4.82E-01,,
4.00E-07,-2.07E-03,3.53E-07,4.82E-01,,
3.00E-07,-2.07E-03,3.50E-07,4.82E-01,,
3.50E-07,-2.07E-03,3.50E-07,4.82E-01,,
4.00E-07,-2.07E-03,3.50E-07,4.82E-01,,
3.00E-07,-2.07E-03,3.63E-07,4.82E-01,,
3.50E-07,-2.07E-03,3.59E-07,4.82E-01,,
3.50E-07,-2.07E-03,3.63E-07,4.82E-01,,
4.00E-07,-2.07E-03,3.56E-07,4.82E-01,,
4.00E-07,-2.07E-03,3.59E-07,4.82E-01,,
4.00E-07,-2.07E-03,3.63E-07,4.82E-01,,
3.00E-07,-2.07E-03,3.63E-07,4.82E-01,,
3.00E-07,-2.07E-03,3.56E-07,4.82E-01,,
3.50E-07,-2.07E-03,3.59E-07,4.82E-01,,
3.00E-07,-2.07E-03,3.50E-07,4.82E-01,,
3.50E-07,-2.07E-03,3.53E-07,4.82E-01,,
4.00E-07,-2.07E-03,3.56E-07,4.82E-01,,
4.00E-07,-2.07E-03,3.69E-07,4.82E-01,,
3.50E-07,-2.07E-03,3.66E-07,4.82E-01,,
4.00E-07,-2.07E-03,3.66E-07,4.82E-01,,
3.00E-07,-2.07E-03,3.63E-07,4.82E-01,,
3.50E-07,-2.07E-03,3.63E-07,4.82E-01,,
4.00E-07,-2.07E-03,3.63E-07,4.82E-01,,
3.00E-07,-2.07E-03,3.63E-07,4.82E-01,,
3.50E-07,-2.07E-03,3.66E-07,4.82E-01,,
3.00E-07,-2.07E-03,3.69E-07,4.82E-01,,
4.00E-07,-2.07E-03,3.69E-07,4.82E-01,,
3.50E-07,-2.07E-03,3.72E-07,4.82E-01,,
3.00E-07,-2.07E-03,3.75E-07,4.81E-01,,
3.00E-07,-2.07E-03,3.75E-07,4.81E-01,,
3.50E-07,-2.07E-03,3.72E-07,4.82E-01,,
3.50E-07,-2.07E-03,3.75E-07,4.81E-01,,
4.00E-07,-2.07E-03,3.69E-07,4.82E-01,,
4.00E-07,-2.07E-03,3.72E-07,4.81E-01,,
4.00E-07,-2.07E-03,3.75E-07,4.81E-01,,
3.00E-07,-2.07E-03,3.75E-07,4.81E-01,,
3.50E-07,-2.07E-03,3.75E-07,4.81E-01,,
3.50E-07,-2.07E-03,3.81E-07,4.81E-01,,
4.00E-07,-2.07E-03,3.75E-07,4.81E-01,,
4.00E-07,-2.07E-03,3.81E-07,4.81E-01,,
4.00E-07,-2.08E-03,3.87E-07,4.81E-01,,
4.00E-07,-2.08E-03,3.87E-07,4.81E-01,,
3.50E-07,-2.08E-03,3.87E-07,4.81E-01,,
3.50E-07,-2.07E-03,3.81E-07,4.81E-01,,
3.00E-07,-2.08E-03,3.87E-07,4.81E-01,,
3.00E-07,-2.07E-03,3.81E-07,4.81E-01,,
3.00E-07,-2.07E-03,3.75E-07,4.81E-01,,
4.00E-07,-2.08E-03,4.01E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.07E-07,4.80E-01,,
3.50E-07,-2.08E-03,4.07E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.14E-07,4.80E-01,,
3.50E-07,-2.08E-03,4.14E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.14E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.01E-07,4.81E-01,,
3.50E-07,-2.08E-03,4.01E-07,4.81E-01,,
3.00E-07,-2.08E-03,4.07E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.01E-07,4.80E-01,,
3.50E-07,-2.08E-03,4.07E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.14E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.01E-07,4.81E-01,,
3.00E-07,-2.08E-03,3.94E-07,4.81E-01,,
3.50E-07,-2.08E-03,3.94E-07,4.81E-01,,
3.00E-07,-2.08E-03,3.87E-07,4.81E-01,,
3.50E-07,-2.08E-03,3.87E-07,4.81E-01,,
4.00E-07,-2.08E-03,3.87E-07,4.81E-01,,
4.00E-07,-2.08E-03,3.87E-07,4.81E-01,,
4.00E-07,-2.08E-03,3.94E-07,4.81E-01,,
3.50E-07,-2.08E-03,3.94E-07,4.81E-01,,
4.00E-07,-2.08E-03,4.01E-07,4.80E-01,,
3.50E-07,-2.08E-03,4.01E-07,4.81E-01,,
3.00E-07,-2.08E-03,4.01E-07,4.81E-01,,
4.00E-07,-2.08E-03,4.25E-07,4.79E-01,,
3.50E-07,-2.08E-03,4.20E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.20E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.14E-07,4.80E-01,,
3.50E-07,-2.08E-03,4.14E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.14E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.25E-07,4.79E-01,,
4.00E-07,-2.08E-03,4.31E-07,4.80E-01,,
3.50E-07,-2.08E-03,4.31E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.36E-07,4.79E-01,,
3.50E-07,-2.08E-03,4.36E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.36E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.25E-07,4.79E-01,,
3.50E-07,-2.08E-03,4.25E-07,4.79E-01,,
3.50E-07,-2.08E-03,4.20E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.25E-07,4.79E-01,,
3.00E-07,-2.08E-03,4.20E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.14E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.25E-07,4.79E-01,,
3.50E-07,-2.08E-03,4.25E-07,4.79E-01,,
3.00E-07,-2.08E-03,4.31E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.25E-07,4.79E-01,,
3.50E-07,-2.08E-03,4.31E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.36E-07,4.80E-01,,
3.00E-07,-2.09E-03,4.57E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.52E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.57E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.47E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.52E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.57E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.47E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.47E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.52E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.47E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.52E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.57E-07,4.79E-01,,
4.00E-07,-2.08E-03,4.42E-07,4.79E-01,,
4.00E-07,-2.08E-03,4.44E-07,4.79E-01,,
3.50E-07,-2.08E-03,4.44E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.47E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.47E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.47E-07,4.79E-01,,
3.00E-07,-2.08E-03,4.36E-07,4.80E-01,,
3.50E-07,-2.08E-03,4.39E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.42E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.42E-07,4.79E-01,,
3.50E-07,-2.08E-03,4.44E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.47E-07,4.79E-01,,
4.00E-07,-2.08E-03,4.42E-07,4.79E-01,,
3.50E-07,-2.08E-03,4.39E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.39E-07,4.79E-01,,
3.00E-07,-2.08E-03,4.36E-07,4.80E-01,,
3.50E-07,-2.08E-03,4.36E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.36E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.74E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.77E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.77E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.80E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.80E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.80E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.74E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.77E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.72E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.80E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.74E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.69E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.74E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.72E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.72E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.69E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.69E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.69E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.63E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.66E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.66E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.69E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.69E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.69E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.63E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.66E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.60E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.69E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.63E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.57E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.63E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.60E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.60E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.57E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.57E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.57E-07,4.79E-01,,
3.00E-07,-2.10E-03,4.99E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.94E-07,4.79E-01,,
3.50E-07,-2.10E-03,4.99E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.89E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.94E-07,4.79E-01,,
4.00E-07,-2.10E-03,4.99E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.89E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.94E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.89E-07,4.79E-01,,
4.00E-07,-2.10E-03,4.99E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.94E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.89E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.80E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.80E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.82E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.80E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.82E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.85E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.89E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.85E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.87E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.80E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.82E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.85E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.89E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.89E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.87E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.89E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.87E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.85E-07,4.79E-01,,
4.00E-07,-2.10E-03,4.99E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.03E-07,4.79E-01,,
3.50E-07,-2.10E-03,4.99E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.07E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.03E-07,4.79E-01,,
3.00E-07,-2.10E-03,4.99E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.12E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.14E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.14E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.16E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.16E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.16E-07,4.79E-01,,
